sample_event_id,scientific_name,updated_scientific_name,taxonomic_id,id_type
USA-IRL_seagrass_2022,Dulichiella appendiculata,Dulichiella appendiculata,421504,Aphia ID
USA-IRL_seagrass_2022,Cerithium lutosum,Cerithium lutosum,419522,Aphia ID
USA-IRL_seagrass_2022,Lysianopsis alba,Lysianopsis alba,158036,Aphia ID
USA-IRL_seagrass_2022,Paracaprella tenuis,Paracaprella tenuis,160028,Aphia ID
USA-IRL_seagrass_2022,Prunum apicinum,Prunum apicinum,420149,Aphia ID
USA-IRL_seagrass_2022,Ampelisca verrilli,Ampelisca verrilli,158023,Aphia ID
USA-IRL_seagrass_2022,Granulina ovuliformis,Granulina ovuliformis,532891,Aphia ID
USA-IRL_seagrass_2022,Marshallora nigrocincta,Marshallora nigrocincta,160363,Aphia ID
USA-IRL_seagrass_2022,Halodule wrightii,Halodule wrightii,208925,Aphia ID
USA-IRL_seagrass_2022,Acanthophora spicifera,Acanthophora spicifera,211768,Aphia ID
